url,url_title,news_title,year,total_infected,city
https://quezoncity.gov.ph/quezon-city-leads-fight-against-hiv-aids-amid-national-surge-in-cases/,Quezon City Leads Fight Against HIV & AIDS Amid National Surge in Cases - Quezon City Government,Quezon City Leads Fight Against HIV & AIDS Amid National Surge in Cases - Quezon City Government,2025,411,Quezon City
